场景路径,章节名称,scnbeventsAttachPropDescriptor,scnbeventsCameraClipDescriptor,scnbeventsChangeWorkEvent,scnbeventsSocketDescriptor,scnbeventsStopWorkEvent,scnbeventsVFXDurationEventDescriptor,scnbeventsVFXEventDescriptor,toolsAddIdleEventDescriptor,toolsAudioEventDescriptor,toolsChangeIdleAnimDescriptor,toolsDialogLineEventDescriptor,toolsLookAtAdvancedDescriptor,toolsLookAtDescriptor,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_08,0,0,0,1,0,0,0,0,0,0,1,2,0,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_01_lookat,0,0,0,0,0,0,0,0,0,0,1,0,1,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_animations,0,0,1,0,0,0,0,0,0,2,1,0,1,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_09,0,0,1,0,0,0,0,0,0,0,0,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_moving_back,0,0,2,0,0,0,0,0,0,0,1,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_to_stand_hands_back,0,0,1,0,0,0,0,0,0,0,1,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_AV_sfx,0,0,0,0,0,0,0,0,1,0,1,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_ending_scenespot,0,0,1,0,0,0,0,0,0,0,1,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_01_ending_scenespot,0,0,2,0,0,0,0,0,0,0,1,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_backtopose,0,0,2,0,0,0,0,0,0,2,1,0,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_pose,0,0,1,2,0,0,0,0,0,0,1,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_by_the_stairs,0,0,1,0,0,0,0,0,0,0,1,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_getting_up,0,0,0,0,0,0,0,0,0,0,1,0,0,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_by_the_window,0,0,1,0,0,0,0,0,0,0,1,0,1,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guards_scenespots,0,0,1,0,0,0,0,0,0,0,1,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_11,0,0,1,0,0,0,0,0,0,0,1,0,2,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_12,0,0,0,0,0,0,0,0,0,0,1,0,0,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl2_play,0,0,0,1,0,0,0,0,0,0,1,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl1_play,0,0,0,1,0,0,0,0,0,0,1,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl1_break,0,0,0,1,0,0,0,0,0,0,1,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_jackie_revealed,0,0,0,0,0,0,0,0,0,0,2,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_jackie_how,0,0,0,0,0,0,0,0,0,0,4,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_lie,0,0,0,0,0,0,0,0,0,0,3,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_talk_jackie,0,0,0,0,0,0,0,0,0,0,3,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,0,0,2,1,0,0,0,0,0,2,5,0,4,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_time,0,0,0,1,0,0,0,0,0,0,1,0,0,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_shock,0,0,1,0,0,0,0,0,0,0,2,0,0,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,0,0,2,1,0,0,0,0,0,0,3,0,5,5
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_power,0,0,0,1,0,0,0,0,0,0,1,0,0,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,0,0,1,1,0,0,0,0,0,0,2,0,0,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_corporation,0,0,0,0,0,0,0,0,0,0,1,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_dont_know,0,0,0,1,0,0,0,0,0,0,1,0,0,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,0,0,1,1,0,0,0,0,0,0,1,0,0,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_ym mo,0,0,0,1,0,0,0,0,0,0,1,0,0,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_cut_to_the_chase,0,0,0,1,0,0,0,0,0,0,2,0,1,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,0,0,2,0,0,0,0,0,0,0,6,0,0,6
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_soulkiller_do_you_have,0,0,0,1,0,0,0,0,0,0,1,0,0,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_waitress_bow,0,0,0,0,0,0,0,0,0,0,0,0,6,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_to_hanako,0,0,2,0,1,0,0,0,0,0,0,0,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_cheeky_move,0,0,1,0,0,0,0,0,0,0,0,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_block_door_anim,0,0,1,1,0,0,1,0,0,0,0,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_15,0,0,0,0,1,0,0,0,0,0,0,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_eye_glow,0,0,0,1,0,0,2,0,0,0,0,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_stop_anim,0,0,0,0,0,0,0,0,0,0,0,0,0,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_AV_sfx,0,0,0,0,0,0,0,0,1,0,1,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sitting_idle,0,0,1,0,0,0,0,0,0,0,0,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sitting_idle,0,0,1,0,0,0,0,0,0,0,0,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_player_cough,0,0,0,0,0,1,0,0,1,0,0,0,0,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_,0,0,0,0,0,0,0,0,0,0,0,0,2,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_pose_preview,0,0,1,0,0,0,0,0,0,0,1,0,1,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_17,0,0,1,0,0,0,0,0,0,0,0,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_18,0,0,0,0,1,0,0,0,0,0,0,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_19,0,0,1,0,0,0,0,0,0,0,0,0,1,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_we_delta,0,0,0,0,0,0,0,0,0,0,1,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_reminder_sit,0,0,0,0,0,0,0,0,0,0,1,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_reminder_help,0,0,0,0,0,0,0,0,0,0,1,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_reminder_dont_speak,0,0,0,0,0,0,0,0,0,0,1,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_22,0,0,1,0,0,0,0,0,0,0,0,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,lookat_01,0,0,0,0,0,0,0,0,0,0,0,0,1,0
base\quest\testgym\q115_00b_hanako.scenesolution,lookat_02,0,0,0,0,0,0,0,0,0,0,0,0,1,0
base\quest\testgym\q115_00b_hanako.scenesolution,facial_animation_01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
base\quest\testgym\q115_00b_hanako.scenesolution,facial_animation_02,0,0,0,0,0,0,0,0,0,0,0,0,0,1
base\quest\testgym\q115_00b_hanako.scenesolution,facial_animation_03,0,0,0,0,0,0,0,0,0,0,0,0,0,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_lookat_03,0,0,0,0,0,0,0,0,0,0,0,0,1,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_23,0,0,1,0,0,0,0,0,0,0,0,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_24,0,0,0,0,1,0,0,0,0,0,0,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_25,0,0,0,0,0,0,0,0,0,1,0,0,1,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_player_bowing,0,0,0,1,0,0,0,0,0,0,0,0,0,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_26,0,0,0,0,1,0,0,0,0,0,0,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sama_faster,0,0,1,1,0,0,0,0,0,0,3,0,0,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_by_the_bar,0,0,1,0,0,0,0,0,0,0,0,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_27,0,0,1,0,0,0,1,0,0,0,0,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sit,0,0,0,0,0,0,0,0,0,0,2,0,1,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_28,0,1,0,0,0,0,0,0,0,0,0,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_28,0,1,0,0,0,0,0,0,0,0,0,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_30,0,0,0,0,1,0,0,0,0,0,0,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_31,0,0,0,0,1,0,0,0,0,0,0,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_32,0,0,1,0,0,0,0,0,0,0,0,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_33,0,0,1,0,0,0,0,0,0,0,0,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_hand_appear_elevator,0,0,0,0,0,0,1,0,0,0,0,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_35_reset_placement_of_street_bodyguards,0,0,2,0,0,0,0,0,0,0,0,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_35,0,0,1,0,0,0,0,0,0,0,0,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_hand_disappear_elevator,0,0,0,0,0,0,1,0,0,0,0,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_hand_disappear_drink,0,0,0,0,0,0,1,0,0,0,0,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_hand_appear_drink,0,0,0,0,0,0,1,0,0,0,0,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_36,0,0,1,0,0,0,0,0,0,0,0,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_37,0,0,1,0,0,0,0,0,0,0,0,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_38,0,0,1,0,0,0,0,0,0,0,0,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_39,0,0,1,0,0,0,0,0,0,0,0,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_40,0,0,0,0,1,0,0,0,0,0,0,0,0,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_41,0,0,0,0,1,0,0,0,0,0,0,0,0,0
