scene_name,quest_category,choice_sections,normal_sections,total_sections,total_lines,file_path
q108_21_finale,main_quests/part1/q108,9,34,43,110,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q108\scenes\q108_21_finale.scnlocjson
q110_00b_truck_scene,main_quests/part1/q110,0,2,2,2,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q110\scenes\q110_00b_truck_scene.scnlocjson
q110_00_depictions,main_quests/part1/q110,0,10,10,10,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q110\scenes\q110_00_depictions.scnlocjson
q110_00_fixer,main_quests/part1/q110,3,19,22,56,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q110\scenes\q110_00_fixer.scnlocjson
q110_00_johnny,main_quests/part1/q110,0,61,61,92,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q110\scenes\q110_00_johnny.scnlocjson
q110_01_sermon,main_quests/part1/q110,5,16,21,55,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q110\scenes\q110_01_sermon.scnlocjson
q110_02_placide,main_quests/part1/q110,7,55,62,105,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q110\scenes\q110_02_placide.scnlocjson
q110_03_market,main_quests/part1/q110,1,44,45,90,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q110\scenes\q110_03_market.scnlocjson
q110_04_netrunners_den,main_quests/part1/q110,13,74,87,165,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q110\scenes\q110_04_netrunners_den.scnlocjson
q110_06b_animals_chats_02,main_quests/part1/q110,0,3,3,14,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q110\scenes\q110_06b_animals_chats_02.scnlocjson
q110_06b_animals_chats_03,main_quests/part1/q110,0,4,4,21,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q110\scenes\q110_06b_animals_chats_03.scnlocjson
q110_06_the_mall_intro,main_quests/part1/q110,1,9,10,29,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q110\scenes\q110_06_the_mall_intro.scnlocjson
q110_07a_placide_contextual_lines,main_quests/part1/q110,0,49,49,57,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q110\scenes\q110_07a_placide_contextual_lines.scnlocjson
q110_07_agent_noticed,main_quests/part1/q110,0,5,5,18,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q110\scenes\q110_07_agent_noticed.scnlocjson
q110_08a_agent,main_quests/part1/q110,18,79,97,224,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q110\scenes\q110_08a_agent.scnlocjson
q110_08b_truck,main_quests/part1/q110,3,19,22,69,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q110\scenes\q110_08b_truck.scnlocjson
q110_08c_bossfight,main_quests/part1/q110,1,56,57,76,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q110\scenes\q110_08c_bossfight.scnlocjson
q110_08d_animals_stand_down,main_quests/part1/q110,0,19,19,48,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q110\scenes\q110_08d_animals_stand_down.scnlocjson
q110_09a_lookout_intercept,main_quests/part1/q110,3,31,34,49,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q110\scenes\q110_09a_lookout_intercept.scnlocjson
q110_09b_guards,main_quests/part1/q110,0,10,10,20,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q110\scenes\q110_09b_guards.scnlocjson
q110_09c_confrontation,main_quests/part1/q110,18,104,122,245,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q110\scenes\q110_09c_confrontation.scnlocjson
q110_10_voodoo_queen_phonecall,main_quests/part1/q110,1,13,14,17,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q110\scenes\q110_10_voodoo_queen_phonecall.scnlocjson
q110_12_voodoo_queen,main_quests/part1/q110,0,27,27,40,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q110\scenes\q110_12_voodoo_queen.scnlocjson
q110_13_alt_intro,main_quests/part1/q110,17,77,94,184,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q110\scenes\q110_13_alt_intro.scnlocjson
q110_14_alt,main_quests/part1/q110,9,56,65,161,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q110\scenes\q110_14_alt.scnlocjson
q110_15_vdb_fight,main_quests/part1/q110,1,29,30,52,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q110\scenes\q110_15_vdb_fight.scnlocjson
q110_16b_closing_funeral,main_quests/part1/q110,6,26,32,54,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q110\scenes\q110_16b_closing_funeral.scnlocjson
q110_ow_fluff_garage_area,main_quests/part1/q110,0,5,5,11,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q110\scenes\q110_ow_fluff_garage_area.scnlocjson
q110_ow_fluff_gate,main_quests/part1/q110,0,1,1,1,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q110\scenes\q110_ow_fluff_gate.scnlocjson
q110_ow_fluff_gym,main_quests/part1/q110,0,11,11,37,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q110\scenes\q110_ow_fluff_gym.scnlocjson
q110_ow_fluff_hall,main_quests/part1/q110,0,9,9,27,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q110\scenes\q110_ow_fluff_hall.scnlocjson
q110_ow_fluff_hall_van,main_quests/part1/q110,0,3,3,15,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q110\scenes\q110_ow_fluff_hall_van.scnlocjson
q112_000_setup,main_quests/part1/q112,15,0,15,47,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q112\scenes\q112_000_setup.scnlocjson
q112_00a_meeting_phonecall,main_quests/part1/q112,2,6,8,23,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q112\scenes\q112_00a_meeting_phonecall.scnlocjson
q112_00b_secret_meeting,main_quests/part1/q112,12,83,95,172,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q112\scenes\q112_00b_secret_meeting.scnlocjson
q112_00c_wakako,main_quests/part1/q112,25,75,100,175,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q112\scenes\q112_00c_wakako.scnlocjson
q112_01b_market_phonecall,main_quests/part1/q112,0,2,2,11,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q112\scenes\q112_01b_market_phonecall.scnlocjson
q112_01_market,main_quests/part1/q112,11,50,61,102,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q112\scenes\q112_01_market.scnlocjson
q112_01_market_02,main_quests/part1/q112,17,100,117,169,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q112\scenes\q112_01_market_02.scnlocjson
q112_03_reconnaissance,main_quests/part1/q112,24,93,117,162,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q112\scenes\q112_03_reconnaissance.scnlocjson
q112_04_takemura,main_quests/part1/q112,12,68,80,156,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q112\scenes\q112_04_takemura.scnlocjson
q112_05c_guard_fluff,main_quests/part1/q112,3,15,18,39,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q112\scenes\q112_05c_guard_fluff.scnlocjson
q112_05_infiltration,main_quests/part1/q112,0,22,22,46,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q112\scenes\q112_05_infiltration.scnlocjson
q112_06b_parade_meeting,main_quests/part1/q112,4,16,20,53,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q112\scenes\q112_06b_parade_meeting.scnlocjson
q112_06_warehouse,main_quests/part1/q112,0,8,8,22,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q112\scenes\q112_06_warehouse.scnlocjson
q112_07a_parade_gameplay_and_combat_routines,main_quests/part1/q112,2,31,33,74,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q112\scenes\q112_07a_parade_gameplay_and_combat_routines.scnlocjson
q112_07_parade_intro,main_quests/part1/q112,2,35,37,79,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q112\scenes\q112_07_parade_intro.scnlocjson
q112_08_parade_speech,main_quests/part1/q112,6,35,41,82,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q112\scenes\q112_08_parade_speech.scnlocjson
q112_09_parade_abduction,main_quests/part1/q112,1,24,25,60,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q112\scenes\q112_09_parade_abduction.scnlocjson
q112_10_safe_house,main_quests/part1/q112,9,64,73,126,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q112\scenes\q112_10_safe_house.scnlocjson
q112_11_shotgun,main_quests/part1/q112,11,71,82,203,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q112\scenes\q112_11_shotgun.scnlocjson
q113_03a_haru_kasai_drive,main_quests/part1/q113,2,40,42,75,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q113\scenes\q113_03a_haru_kasai_drive.scnlocjson
q113_04_hanako_estate,main_quests/part1/q113,4,54,58,102,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q113\scenes\q113_04_hanako_estate.scnlocjson
q113_05_av_flight,main_quests/part1/q113,3,19,22,52,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q113\scenes\q113_05_av_flight.scnlocjson
q113_06_saburo_office,main_quests/part1/q113,4,75,79,95,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q113\scenes\q113_06_saburo_office.scnlocjson
q113_07_mikoshi,main_quests/part1/q113,9,50,59,135,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q113\scenes\q113_07_mikoshi.scnlocjson
q113_09_jungle_start,main_quests/part1/q113,5,100,105,187,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q113\scenes\q113_09_jungle_start.scnlocjson
q113_10_jungle_combat,main_quests/part1/q113,2,10,12,28,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q113\scenes\q113_10_jungle_combat.scnlocjson
q113_11_top_atrium,main_quests/part1/q113,2,25,27,48,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q113\scenes\q113_11_top_atrium.scnlocjson
q113_12_ceo_floor,main_quests/part1/q113,0,9,9,13,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q113\scenes\q113_12_ceo_floor.scnlocjson
q113_13_adam_smasher,main_quests/part1/q113,1,32,33,41,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q113\scenes\q113_13_adam_smasher.scnlocjson
q113_14_yorinobu,main_quests/part1/q113,11,62,73,141,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q113\scenes\q113_14_yorinobu.scnlocjson
q114_02_saul_sitrep,main_quests/part1/q114,10,41,51,122,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q114\scenes\q114_02_saul_sitrep.scnlocjson
q114_03a_panzer,main_quests/part1/q114,2,18,20,53,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q114\scenes\q114_03a_panzer.scnlocjson
q114_03b_training,main_quests/part1/q114,12,59,71,161,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q114\scenes\q114_03b_training.scnlocjson
q114_03c_dakota_trailer,main_quests/part1/q114,9,30,39,71,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q114\scenes\q114_03c_dakota_trailer.scnlocjson
q114_03d_alt_meeting,main_quests/part1/q114,11,54,65,141,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q114\scenes\q114_03d_alt_meeting.scnlocjson
q114_04b_party,main_quests/part1/q114,22,85,107,275,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q114\scenes\q114_04b_party.scnlocjson
q114_04b_party_mood_scenes,main_quests/part1/q114,0,7,7,45,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q114\scenes\q114_04b_party_mood_scenes.scnlocjson
q114_04_initiation,main_quests/part1/q114,5,50,55,99,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q114\scenes\q114_04_initiation.scnlocjson
q114_05_quiet_place,main_quests/part1/q114,7,35,42,121,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q114\scenes\q114_05_quiet_place.scnlocjson
q114_08_morning,main_quests/part1/q114,4,33,37,76,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q114\scenes\q114_08_morning.scnlocjson
q114_09a_construction,main_quests/part1/q114,2,65,67,152,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q114\scenes\q114_09a_construction.scnlocjson
q114_09_convoy,main_quests/part1/q114,1,41,42,134,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q114\scenes\q114_09_convoy.scnlocjson
q114_10a_dampening_area,main_quests/part1/q114,0,5,5,14,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q114\scenes\q114_10a_dampening_area.scnlocjson
q114_10_tunnel,main_quests/part1/q114,3,15,18,65,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q114\scenes\q114_10_tunnel.scnlocjson
q114_10_tunnel_driller,main_quests/part1/q114,4,29,33,86,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q114\scenes\q114_10_tunnel_driller.scnlocjson
q114_11_arasaka_manufacturing_infiltration,main_quests/part1/q114,3,48,51,87,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q114\scenes\q114_11_arasaka_manufacturing_infiltration.scnlocjson
q114_11_arasaka_manufacturing_mood_scenes,main_quests/part1/q114,0,8,8,28,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q114\scenes\q114_11_arasaka_manufacturing_mood_scenes.scnlocjson
q114_12_netrunners_nest_infiltration,main_quests/part1/q114,0,9,9,27,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q114\scenes\q114_12_netrunners_nest_infiltration.scnlocjson
q114_12_netrunners_nest_mood_scenes,main_quests/part1/q114,0,5,5,18,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q114\scenes\q114_12_netrunners_nest_mood_scenes.scnlocjson
q114_13_alt_plugged_in,main_quests/part1/q114,4,7,11,23,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q114\scenes\q114_13_alt_plugged_in.scnlocjson
q114_00_setup,main_quests/part1/q114,16,0,16,45,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q114\scenes\test\q114_00_setup.scnlocjson
q115_00b_hanako,main_quests/part1/q115,16,154,170,291,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q115\scenes\q115_00b_hanako.scnlocjson
q115_00b_hanako_holocall,main_quests/part1/q115,2,9,11,29,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q115\scenes\q115_00b_hanako_holocall.scnlocjson
q115_00_johnny,main_quests/part1/q115,7,59,66,147,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q115\scenes\q115_00_johnny.scnlocjson
q115_02b_ripperdoc_roof,main_quests/part1/q115,21,142,163,378,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q115\scenes\q115_02b_ripperdoc_roof.scnlocjson
q115_02c_holocalls,main_quests/part1/q115,5,17,22,68,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q115\scenes\q115_02c_holocalls.scnlocjson
q115_02d_misty,main_quests/part1/q115,18,123,141,268,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q115\scenes\q115_02d_misty.scnlocjson
q115_02_ripperdoc,main_quests/part1/q115,10,75,85,160,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q115\scenes\q115_02_ripperdoc.scnlocjson
q115_03a_alt,main_quests/part1/q115,13,66,79,170,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q115\scenes\q115_03a_alt.scnlocjson
q115_03_rogue,main_quests/part1/q115,16,102,118,250,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q115\scenes\q115_03_rogue.scnlocjson
q115_04_plan,main_quests/part1/q115,8,64,72,163,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q115\scenes\q115_04_plan.scnlocjson
q115_04_preparations_final,main_quests/part1/q115,4,27,31,50,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q115\scenes\q115_04_preparations_final.scnlocjson
q115_05_halo_jump,main_quests/part1/q115,3,28,31,64,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q115\scenes\q115_05_halo_jump.scnlocjson
q115_06_regroup,main_quests/part1/q115,9,83,92,158,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q115\scenes\q115_06_regroup.scnlocjson
q115_08b_garden_guards,main_quests/part1/q115,0,7,7,17,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q115\scenes\q115_08b_garden_guards.scnlocjson
q115_09b_atrium_guards,main_quests/part1/q115,0,2,2,2,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q115\scenes\q115_09b_atrium_guards.scnlocjson
q115_09_security_level,main_quests/part1/q115,1,32,33,58,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q115\scenes\q115_09_security_level.scnlocjson
q115_11b_netrunners_nest_guards,main_quests/part1/q115,0,1,1,4,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q115\scenes\q115_11b_netrunners_nest_guards.scnlocjson
q115_11_netrunners_nest,main_quests/part1/q115,1,43,44,80,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q115\scenes\q115_11_netrunners_nest.scnlocjson
q115_12b_tower_lobby,main_quests/part1/q115,0,34,34,38,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q115\scenes\q115_12b_tower_lobby.scnlocjson
q115_12c_tower_nest,main_quests/part1/q115,1,27,28,37,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q115\scenes\q115_12c_tower_nest.scnlocjson
q115_12d_mikoshi,main_quests/part1/q115,5,31,36,50,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q115\scenes\q115_12d_mikoshi.scnlocjson
q116_01_adam_smasher,main_quests/part1/q116,1,36,37,46,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q116\scenes\q116_01_adam_smasher.scnlocjson
q116_03b_after_bossfight,main_quests/part1/q116,10,35,45,88,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q116\scenes\q116_03b_after_bossfight.scnlocjson
q116_04_mikoshi_intro,main_quests/part1/q116,5,38,43,57,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q116\scenes\q116_04_mikoshi_intro.scnlocjson
q116_05a_ripperdoc_roof,main_quests/part1/q116,10,40,50,94,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q116\scenes\q116_05a_ripperdoc_roof.scnlocjson
q116_05_mikoshi,main_quests/part1/q116,86,286,372,814,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\part1\q116\scenes\q116_05_mikoshi.scnlocjson
q000_08_half_year_montage,main_quests/prologue/q000,1,18,19,32,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\prologue\q000\scenes\q000_08_half_year_montage.scnlocjson
q000_corpo_01a_lobby_chats,main_quests/prologue/q000,0,11,11,33,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\prologue\q000\scenes\q000_corpo_01a_lobby_chats.scnlocjson
q000_corpo_01_security_gate,main_quests/prologue/q000,6,42,48,63,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\prologue\q000\scenes\q000_corpo_01_security_gate.scnlocjson
q000_corpo_02_to_elevators,main_quests/prologue/q000,4,47,51,79,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\prologue\q000\scenes\q000_corpo_02_to_elevators.scnlocjson
q000_corpo_03a_office_chats,main_quests/prologue/q000,13,59,72,119,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\prologue\q000\scenes\q000_corpo_03a_office_chats.scnlocjson
q000_corpo_03b_fly_to_lizzies,main_quests/prologue/q000,6,30,36,54,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\prologue\q000\scenes\q000_corpo_03b_fly_to_lizzies.scnlocjson
q000_corpo_03_jenkins,main_quests/prologue/q000,12,67,79,139,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\prologue\q000\scenes\q000_corpo_03_jenkins.scnlocjson
q000_corpo_04_lizzies_club,main_quests/prologue/q000,29,144,173,254,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\prologue\q000\scenes\q000_corpo_04_lizzies_club.scnlocjson
q000_kid_01a_bar_activities,main_quests/prologue/q000,2,18,20,56,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\prologue\q000\scenes\q000_kid_01a_bar_activities.scnlocjson
q000_kid_01b_meet_your_fixer,main_quests/prologue/q000,18,60,78,147,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\prologue\q000\scenes\q000_kid_01b_meet_your_fixer.scnlocjson
q000_kid_01c_car,main_quests/prologue/q000,9,59,68,117,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\prologue\q000\scenes\q000_kid_01c_car.scnlocjson
q000_kid_02a_confront_jackie,main_quests/prologue/q000,5,28,33,67,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\prologue\q000\scenes\q000_kid_02a_confront_jackie.scnlocjson
q000_kid_02_fixer_calls,main_quests/prologue/q000,1,8,9,20,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\prologue\q000\scenes\q000_kid_02_fixer_calls.scnlocjson
q000_kid_03_back_to_bar,main_quests/prologue/q000,5,18,23,54,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\prologue\q000\scenes\q000_kid_03_back_to_bar.scnlocjson
q000_nomad_01b_roadhouse_chats,main_quests/prologue/q000,7,21,28,56,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\prologue\q000\scenes\q000_nomad_01b_roadhouse_chats.scnlocjson
q000_nomad_01_garage,main_quests/prologue/q000,19,50,69,113,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\prologue\q000\scenes\q000_nomad_01_garage.scnlocjson
q000_nomad_02_fixer,main_quests/prologue/q000,7,19,26,43,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\prologue\q000\scenes\q000_nomad_02_fixer.scnlocjson
q000_nomad_03_jackie,main_quests/prologue/q000,8,29,37,91,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\prologue\q000\scenes\q000_nomad_03_jackie.scnlocjson
q000_nomad_04_drive_to_border,main_quests/prologue/q000,0,9,9,19,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\prologue\q000\scenes\q000_nomad_04_drive_to_border.scnlocjson
q000_nomad_05b_border_chats,main_quests/prologue/q000,0,7,7,15,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\prologue\q000\scenes\q000_nomad_05b_border_chats.scnlocjson
q000_nomad_05_border_crossing,main_quests/prologue/q000,12,61,73,104,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\prologue\q000\scenes\q000_nomad_05_border_crossing.scnlocjson
q000_nomad_06_chase,main_quests/prologue/q000,2,28,30,45,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\prologue\q000\scenes\q000_nomad_06_chase.scnlocjson
q000_nomad_07_hideout,main_quests/prologue/q000,12,42,54,100,D:\AppSoft\Sy2077\2077\2077\CDPR2077\r6\depot\base\quest\main_quests\prologue\q000\scenes\q000_nomad_07_hideout.scnlocjson
